TRADEDATE,BOARDID,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
2017-11-07,EQTD,FXRU ETF,FXRU,5,5733.28,110.5,110.05,110.5,110.39,111.16,110.05,52,,,,0.0,0.0,0.0,3497498.11
2017-11-07,TQTF,FXRU ETF,FXRU,75,2905940.0,6470.0,6450.0,6550.0,6450.0,6500.0,6500.0,447,6490.0,6490.0,6450.0,3240933.25,3240933.25,3240933.25,3497498.11
2017-11-08,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.54,112.22,,0,,,,0.0,0.0,0.0,3497498.11
2017-11-08,TQTF,FXRU ETF,FXRU,61,2814140.0,6570.0,6520.0,6580.0,6520.0,6560.0,6520.0,429,6560.0,6560.0,6520.0,2814140.0,2814140.0,2814140.0,3497498.11
2017-11-09,EQTD,FXRU ETF,FXRU,6,3434.37,110.85,110.3,110.86,110.89,110.56,110.86,31,,,,0.0,0.0,0.0,3497498.11
2017-11-09,TQTF,FXRU ETF,FXRU,68,1873060.0,6540.0,6520.0,6580.0,6570.0,6550.0,6520.0,286,6550.0,6550.0,6570.0,2076539.55,2076539.55,2076539.55,3497498.11
2017-11-10,EQTD,FXRU ETF,FXRU,5,9969.15,111.06,110.33,111.06,109.7,110.49,110.33,90,,,,0.0,0.0,0.0,3497498.11
2017-11-10,TQTF,FXRU ETF,FXRU,54,2348800.0,6550.0,6480.0,6580.0,6500.0,6550.0,6510.0,359,6550.0,6550.0,6500.0,2939499.06,2939499.06,2939499.06,3497498.11
2017-11-13,EQTD,FXRU ETF,FXRU,8,19509.95,110.85,110.85,110.9,110.83,110.87,110.9,176,,,,0.0,0.0,0.0,3497498.11
2017-11-13,TQTF,FXRU ETF,FXRU,41,1321250.0,6540.0,6530.0,6590.0,6570.0,6570.0,6570.0,201,6570.0,6570.0,6570.0,2477815.44,2477815.44,2477815.44,3497498.11
2017-11-14,EQTD,FXRU ETF,FXRU,2,29979.61,110.97,110.97,111.04,112.53,111.72,111.04,270,,,,0.0,0.0,0.0,3497498.11
2017-11-14,TQTF,FXRU ETF,FXRU,80,5373220.0,6590.0,6580.0,6660.0,6660.0,6610.0,6660.0,811,6610.0,6610.0,6660.0,7147482.28,7147482.28,7147482.28,3497498.11
2017-11-15,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.54,111.94,,0,,,,0.0,0.0,0.0,3497498.11
2017-11-15,TQTF,FXRU ETF,FXRU,94,4485000.0,6690.0,6650.0,6700.0,6650.0,6670.0,6650.0,672,6670.0,6670.0,6650.0,4485000.0,4485000.0,4485000.0,3497498.11
2017-11-16,EQTD,FXRU ETF,FXRU,1,17904.81,111.21,111.21,111.21,109.71,110.41,111.21,161,,,,0.0,0.0,0.0,3497498.11
2017-11-16,TQTF,FXRU ETF,FXRU,60,4628770.0,6660.0,6600.0,6670.0,6610.0,6650.0,6610.0,697,6650.0,6650.0,6610.0,5707516.9,5707516.9,5707516.9,3497498.11
2017-11-17,EQTD,FXRU ETF,FXRU,1,29928.94,111.26,111.26,111.26,109.85,110.71,111.26,269,,,,0.0,0.0,0.0,3497498.11
2017-11-17,TQTF,FXRU ETF,FXRU,45,1638250.0,6600.0,6590.0,6630.0,6590.0,6640.0,6590.0,248,6640.0,6640.0,6590.0,3433681.12,3433681.12,3433681.12,3497498.11
2017-11-20,EQTD,FXRU ETF,FXRU,4,50518.13,110.8,110.53,111.26,110.85,110.59,111.26,457,,,,0.0,0.0,0.0,3497498.11
2017-11-20,TQTF,FXRU ETF,FXRU,46,5731880.0,6590.0,6550.0,6620.0,6610.0,6600.0,6610.0,869,6590.0,6590.0,6610.0,8744402.38,8744402.38,8744402.38,3497498.11
2017-11-21,EQTD,FXRU ETF,FXRU,1,889.44,111.18,111.18,111.18,110.67,111.21,111.18,8,,,,0.0,0.0,0.0,3497498.11
2017-11-21,TQTF,FXRU ETF,FXRU,58,1529280.0,6600.0,6550.0,6610.0,6560.0,6590.0,6550.0,232,6590.0,6590.0,6560.0,1582001.2,1582001.2,1582001.2,3497498.11
2017-11-22,EQTD,FXRU ETF,FXRU,5,51959.35,110.6,110.52,111.25,109.82,110.32,110.52,470,,,,0.0,0.0,0.0,3497498.11
2017-11-22,TQTF,FXRU ETF,FXRU,59,2105680.0,6570.0,6500.0,6570.0,6530.0,6560.0,6530.0,322,6560.0,6560.0,6530.0,5195203.74,5195203.74,5195203.74,3497498.11
2017-11-23,EQTD,FXRU ETF,FXRU,5,16150.08,110.67,110.67,111.4,110.16,110.67,111.4,145,,,,0.0,0.0,0.0,3497498.11
2017-11-23,TQTF,FXRU ETF,FXRU,35,1391420.0,6510.0,6480.0,6520.0,6500.0,6530.0,6500.0,214,6530.0,6530.0,6500.0,2344373.25,2344373.25,2344373.25,3497498.11
2017-11-24,EQTD,FXRU ETF,FXRU,3,11811.3,111.42,111.42,111.48,111.35,111.33,111.48,106,,,,0.0,0.0,0.0,3497498.11
2017-11-24,TQTF,FXRU ETF,FXRU,33,3305910.0,6510.0,6490.0,6520.0,6510.0,6510.0,6510.0,508,6510.0,6510.0,6510.0,3996424.58,3996424.58,3996424.58,3497498.11
2017-11-27,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.71,110.91,,0,,,,0.0,0.0,0.0,3497498.11
2017-11-27,TQTF,FXRU ETF,FXRU,51,2661550.0,6510.0,6460.0,6510.0,6480.0,6490.0,6490.0,410,6490.0,6490.0,6480.0,2661550.0,2661550.0,2661550.0,3497498.11
2017-11-28,EQTD,FXRU ETF,FXRU,4,20975.52,111.5,111.1,111.58,111.71,111.59,111.1,188,,,,0.0,0.0,0.0,3497498.11
2017-11-28,TQTF,FXRU ETF,FXRU,65,5274370.0,6490.0,6490.0,6570.0,6510.0,6500.0,6510.0,811,6500.0,6500.0,6510.0,6496766.67,6496766.67,6496766.67,3497498.11
2017-11-29,EQTD,FXRU ETF,FXRU,1,19700.1,111.3,111.3,111.3,111.62,111.32,111.3,177,,,,0.0,0.0,0.0,3497498.11
2017-11-29,TQTF,FXRU ETF,FXRU,21,461910.0,6500.0,6490.0,6520.0,6520.0,6500.0,6520.0,71,6500.0,6500.0,6520.0,1612642.09,1612642.09,1612642.09,3497498.11
2017-11-30,EQTD,FXRU ETF,FXRU,2,3462.34,111.64,111.64,111.7,111.78,111.78,111.7,31,,,,0.0,0.0,0.0,3497498.11
2017-11-30,TQTF,FXRU ETF,FXRU,35,3671160.0,6530.0,6500.0,6550.0,6520.0,6520.0,6520.0,563,6520.0,6520.0,6520.0,3873122.1,3873122.1,3873122.1,3497498.11
2017-12-01,EQTD,FXRU ETF,FXRU,3,14833.7,111.74,111.3,111.74,111.47,111.64,111.3,133,,,,0.0,0.0,0.0,3184237.05
2017-12-01,TQTF,FXRU ETF,FXRU,33,1916950.0,6530.0,6520.0,6560.0,6530.0,6540.0,6530.0,293,6540.0,6540.0,6530.0,2785928.92,2785928.92,2785928.92,3184237.05
2017-12-04,EQTD,FXRU ETF,FXRU,1,2231.8,111.59,111.59,111.59,112.1,111.92,111.59,20,,,,0.0,0.0,0.0,3184237.05
2017-12-04,TQTF,FXRU ETF,FXRU,40,1683590.0,6560.0,6540.0,6570.0,6560.0,6550.0,6560.0,257,6550.0,6550.0,6560.0,1814190.92,1814190.92,1814190.92,3184237.05
2017-12-05,EQTD,FXRU ETF,FXRU,1,111.35,111.35,111.35,111.35,110.86,110.99,111.35,1,,,,0.0,0.0,0.0,3184237.05
2017-12-05,TQTF,FXRU ETF,FXRU,25,8210770.0,6550.0,6520.0,6550.0,6540.0,6550.0,6540.0,1254,6550.0,6550.0,6540.0,8217338.66,8217338.66,8217338.66,3184237.05
2017-12-06,EQTD,FXRU ETF,FXRU,3,1556.3,110.83,110.83,111.35,111.43,111.76,111.35,14,,,,0.0,0.0,0.0,3184237.05
2017-12-06,TQTF,FXRU ETF,FXRU,49,3542700.0,6540.0,6530.0,6580.0,6540.0,6560.0,6540.0,540,6560.0,6560.0,6540.0,3634042.98,3634042.98,3634042.98,3184237.05
2017-12-07,EQTD,FXRU ETF,FXRU,3,5687.65,111.35,111.35,111.55,111.83,111.72,111.55,51,,,,0.0,0.0,0.0,3184237.05
2017-12-07,TQTF,FXRU ETF,FXRU,26,1146060.0,6570.0,6570.0,6590.0,6590.0,6580.0,6590.0,174,6580.0,6580.0,6590.0,1481222.41,1481222.41,1481222.41,3184237.05
2017-12-08,EQTD,FXRU ETF,FXRU,2,3120.32,111.44,111.44,111.44,110.97,111.07,111.44,28,,,,0.0,0.0,0.0,3184237.05
2017-12-08,TQTF,FXRU ETF,FXRU,50,1566890.0,6580.0,6570.0,6600.0,6580.0,6590.0,6580.0,238,6590.0,6590.0,6580.0,1751908.76,1751908.76,1751908.76,3184237.05
2017-12-11,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.83,111.05,,0,,,,0.0,0.0,0.0,3184237.05
2017-12-11,TQTF,FXRU ETF,FXRU,32,1665530.0,6590.0,6570.0,6600.0,6570.0,6580.0,6570.0,253,6580.0,6580.0,6570.0,1665530.0,1665530.0,1665530.0,3184237.05
2017-12-12,EQTD,FXRU ETF,FXRU,8,79104.12,111.47,111.41,111.47,111.42,110.85,111.41,710,,,,0.0,0.0,0.0,3184237.05
2017-12-12,TQTF,FXRU ETF,FXRU,49,4014560.0,6550.0,6510.0,6590.0,6600.0,6570.0,6570.0,615,6570.0,6570.0,6600.0,8700276.73,8700276.73,8700276.73,3184237.05
2017-12-13,EQTD,FXRU ETF,FXRU,2,4234.72,111.44,111.44,111.44,110.98,111.14,111.44,38,,,,0.0,0.0,0.0,3184237.05
2017-12-13,TQTF,FXRU ETF,FXRU,43,2647750.0,6550.0,6520.0,6570.0,6530.0,6540.0,6530.0,405,6540.0,6540.0,6530.0,2896908.22,2896908.22,2896908.22,3184237.05
2017-12-14,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.75,109.99,,0,,,,0.0,0.0,0.0,3184237.05
2017-12-14,TQTF,FXRU ETF,FXRU,36,2947040.0,6510.0,6500.0,6550.0,6550.0,6510.0,6550.0,453,6510.0,6510.0,6550.0,2947040.0,2947040.0,2947040.0,3184237.05
2017-12-15,EQTD,FXRU ETF,FXRU,1,29863.24,111.43,111.43,111.43,111.57,111.58,111.43,268,,,,0.0,0.0,0.0,3184237.05
2017-12-15,TQTF,FXRU ETF,FXRU,44,4345510.0,6520.0,6510.0,6560.0,6550.0,6550.0,6550.0,663,6550.0,6550.0,6550.0,6098727.07,6098727.07,6098727.07,3184237.05
2017-12-18,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.7,110.58,,0,,,,0.0,0.0,0.0,3184237.05
2017-12-18,TQTF,FXRU ETF,FXRU,63,3686440.0,6510.0,6480.0,6530.0,6520.0,6510.0,6520.0,566,6510.0,6510.0,6520.0,3686440.0,3686440.0,3686440.0,3184237.05
2017-12-19,EQTD,FXRU ETF,FXRU,2,553.72,110.75,110.74,110.75,111.25,110.8,110.74,5,,,,0.0,0.0,0.0,3184237.05
2017-12-19,TQTF,FXRU ETF,FXRU,42,2133190.0,6500.0,6490.0,6530.0,6530.0,6500.0,6530.0,328,6500.0,6500.0,6530.0,2165690.04,2165690.04,2165690.04,3184237.05
2017-12-20,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.24,111.06,,0,,,,0.0,0.0,0.0,3184237.05
2017-12-20,TQTF,FXRU ETF,FXRU,54,3541200.0,6530.0,6490.0,6530.0,6520.0,6510.0,6520.0,544,6510.0,6510.0,6520.0,3541200.0,3541200.0,3541200.0,3184237.05
2017-12-21,EQTD,FXRU ETF,FXRU,2,10257.39,111.51,111.0,111.51,110.53,110.82,111.0,92,,,,0.0,0.0,0.0,3184237.05
2017-12-21,TQTF,FXRU ETF,FXRU,67,4681560.0,6520.0,6480.0,6530.0,6490.0,6510.0,6480.0,720,6510.0,6510.0,6490.0,5283843.17,5283843.17,5283843.17,3184237.05
2017-12-22,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.49,110.36,,0,,,,0.0,0.0,0.0,3184237.05
2017-12-22,TQTF,FXRU ETF,FXRU,89,3761150.0,6500.0,6450.0,6500.0,6470.0,6460.0,6480.0,582,6460.0,6460.0,6470.0,3761150.0,3761150.0,3761150.0,3184237.05
2017-12-25,EQTD,FXRU ETF,FXRU,5,6115.91,111.2,111.17,111.2,110.43,110.59,111.17,55,,,,0.0,0.0,0.0,3184237.05
2017-12-25,TQTF,FXRU ETF,FXRU,87,10510360.0,6480.0,6430.0,6490.0,6440.0,6450.0,6440.0,1630,6450.0,6450.0,6440.0,10867010.51,10867010.51,10867010.51,3184237.05
2017-12-26,EQTD,FXRU ETF,FXRU,3,13272.07,111.53,111.53,111.53,110.48,110.5,111.53,119,,,,0.0,0.0,0.0,3184237.05
2017-12-26,TQTF,FXRU ETF,FXRU,108,6514000.0,6470.0,6390.0,6510.0,6430.0,6430.0,6410.0,1014,6430.0,6430.0,6430.0,7286419.88,7286419.88,7286419.88,3184237.05
2017-12-27,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.37,111.06,,0,,,,0.0,0.0,0.0,3184237.05
2017-12-27,TQTF,FXRU ETF,FXRU,96,5930860.0,6400.0,6370.0,6460.0,6430.0,6410.0,6440.0,925,6410.0,6410.0,6430.0,5930860.0,5930860.0,5930860.0,3184237.05
2017-12-28,EQTD,FXRU ETF,FXRU,4,55073.03,111.71,111.71,111.71,111.91,111.78,111.71,493,,,,0.0,0.0,0.0,3184237.05
2017-12-28,TQTF,FXRU ETF,FXRU,72,6449860.0,6430.0,6400.0,6480.0,6430.0,6420.0,6430.0,1004,6420.0,6420.0,6430.0,9614047.9,9614047.9,9614047.9,3184237.05
2017-12-29,EQTD,FXRU ETF,FXRU,2,2235.51,111.79,111.5,111.79,111.75,111.8,111.5,20,,,,0.0,0.0,0.0,3184237.05
2017-12-29,TQTF,FXRU ETF,FXRU,69,4825880.0,6440.0,6420.0,6500.0,6440.0,6440.0,6440.0,749,6440.0,6440.0,6440.0,4954710.42,4954710.42,4954710.42,3184237.05
2018-01-03,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.28,111.26,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-03,TQTF,FXRU ETF,FXRU,56,890760.0,6430.0,6380.0,6440.0,6410.0,6410.0,6410.0,139,6410.0,6410.0,6410.0,890760.0,890760.0,890760.0,3501949.18
2018-01-04,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.94,110.72,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-04,TQTF,FXRU ETF,FXRU,37,816300.0,6410.0,6360.0,6410.0,6390.0,6380.0,6390.0,128,6380.0,6380.0,6390.0,816300.0,816300.0,816300.0,3501949.18
2018-01-05,EQTD,FXRU ETF,FXRU,1,112.01,112.01,112.01,112.01,110.76,110.75,112.01,1,,,,0.0,0.0,0.0,3501949.18
2018-01-05,TQTF,FXRU ETF,FXRU,70,1952020.0,6380.0,6350.0,6400.0,6380.0,6380.0,6370.0,306,6380.0,6380.0,6380.0,1958471.8,1958471.8,1958471.8,3501949.18
2018-01-09,EQTD,FXRU ETF,FXRU,0,0.0,,,,110.76,110.59,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-09,TQTF,FXRU ETF,FXRU,62,2853750.0,6380.0,6360.0,6400.0,6380.0,6370.0,6380.0,448,6370.0,6370.0,6380.0,2853750.0,2853750.0,2853750.0,3501949.18
2018-01-10,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.66,111.54,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-10,TQTF,FXRU ETF,FXRU,68,2347940.0,6360.0,6350.0,6380.0,6370.0,6360.0,6370.0,369,6360.0,6360.0,6370.0,2347940.0,2347940.0,2347940.0,3501949.18
2018-01-11,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.65,112.01,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-11,TQTF,FXRU ETF,FXRU,56,2076670.0,6350.0,6340.0,6380.0,6350.0,6370.0,6350.0,326,6370.0,6370.0,6350.0,2076670.0,2076670.0,2076670.0,3501949.18
2018-01-12,EQTD,FXRU ETF,FXRU,3,43277.83,112.05,112.05,112.12,111.24,111.47,112.12,386,,,,0.0,0.0,0.0,3501949.18
2018-01-12,TQTF,FXRU ETF,FXRU,125,4591990.0,6340.0,6300.0,6360.0,6340.0,6350.0,6340.0,725,6350.0,6350.0,6340.0,7058640.22,7058640.22,7058640.22,3501949.18
2018-01-15,EQTD,FXRU ETF,FXRU,3,6288.8,112.3,112.3,112.3,111.83,111.97,112.3,56,,,,0.0,0.0,0.0,3501949.18
2018-01-15,TQTF,FXRU ETF,FXRU,60,2014350.0,6400.0,6300.0,6400.0,6330.0,6340.0,6330.0,318,6340.0,6340.0,6330.0,2370308.03,2370308.03,2370308.03,3501949.18
2018-01-16,EQTD,FXRU ETF,FXRU,3,3933.59,112.39,112.33,112.39,112.5,112.47,112.33,35,,,,0.0,0.0,0.0,3501949.18
2018-01-16,TQTF,FXRU ETF,FXRU,60,2421400.0,6320.0,6310.0,6390.0,6340.0,6340.0,6330.0,382,6340.0,6340.0,6340.0,2643084.94,2643084.94,2643084.94,3501949.18
2018-01-17,EQTD,FXRU ETF,FXRU,0,0.0,,,,112.79,112.67,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-17,TQTF,FXRU ETF,FXRU,38,2280760.0,6360.0,6330.0,6370.0,6360.0,6350.0,6360.0,359,6350.0,6350.0,6360.0,2280760.0,2280760.0,2280760.0,3501949.18
2018-01-18,EQTD,FXRU ETF,FXRU,3,9750.27,112.13,112.07,112.13,112.03,112.21,112.07,87,,,,0.0,0.0,0.0,3501949.18
2018-01-18,TQTF,FXRU ETF,FXRU,65,6560630.0,6400.0,6330.0,6410.0,6340.0,6350.0,6330.0,1033,6350.0,6350.0,6340.0,7112422.15,7112422.15,7112422.15,3501949.18
2018-01-19,EQTD,FXRU ETF,FXRU,2,20287.99,112.09,112.03,112.09,111.7,111.73,112.03,181,,,,0.0,0.0,0.0,3501949.18
2018-01-19,TQTF,FXRU ETF,FXRU,79,2336530.0,6320.0,6310.0,6350.0,6340.0,6340.0,6340.0,369,6340.0,6340.0,6340.0,3488070.23,3488070.23,3488070.23,3501949.18
2018-01-22,EQTD,FXRU ETF,FXRU,1,111.97,111.97,111.97,111.97,111.86,111.13,111.97,1,,,,0.0,0.0,0.0,3501949.18
2018-01-22,TQTF,FXRU ETF,FXRU,93,14589660.0,6350.0,6280.0,6350.0,6330.0,6290.0,6330.0,2320,6290.0,6290.0,6330.0,14595996.29,14595996.29,14595996.29,3501949.18
2018-01-23,EQTD,FXRU ETF,FXRU,2,4590.36,111.96,111.96,111.96,111.79,111.39,111.96,41,,,,0.0,0.0,0.0,3501949.18
2018-01-23,TQTF,FXRU ETF,FXRU,118,7454220.0,6310.0,6270.0,6330.0,6330.0,6310.0,6330.0,1182,6310.0,6310.0,6330.0,7714154.18,7714154.18,7714154.18,3501949.18
2018-01-24,EQTD,FXRU ETF,FXRU,1,9431.52,112.28,112.28,112.28,111.68,111.48,112.28,84,,,,0.0,0.0,0.0,3501949.18
2018-01-24,TQTF,FXRU ETF,FXRU,93,8580590.0,6320.0,6280.0,6320.0,6300.0,6290.0,6300.0,1365,6290.0,6290.0,6300.0,9112636.19,9112636.19,9112636.19,3501949.18
2018-01-25,EQTD,FXRU ETF,FXRU,1,112.34,112.34,112.34,112.34,111.01,110.98,112.34,1,,,,0.0,0.0,0.0,3501949.18
2018-01-25,TQTF,FXRU ETF,FXRU,150,7809680.0,6290.0,6240.0,6290.0,6260.0,6260.0,6260.0,1248,6260.0,6260.0,6260.0,7816014.72,7816014.72,7816014.72,3501949.18
2018-01-26,EQTD,FXRU ETF,FXRU,2,4265.34,112.26,112.2,112.26,112.46,111.75,112.2,38,,,,0.0,0.0,0.0,3501949.18
2018-01-26,TQTF,FXRU ETF,FXRU,154,6711770.0,6270.0,6230.0,6290.0,6290.0,6250.0,6280.0,1074,6250.0,6250.0,6290.0,6950325.35,6950325.35,6950325.35,3501949.18
2018-01-29,EQTD,FXRU ETF,FXRU,0,0.0,,,,113.02,112.37,,0,,,,0.0,0.0,0.0,3501949.18
2018-01-29,TQTF,FXRU ETF,FXRU,76,5884560.0,6290.0,6260.0,6310.0,6310.0,6270.0,6310.0,938,6270.0,6270.0,6310.0,5884560.0,5884560.0,5884560.0,3501949.18
2018-01-30,EQTD,FXRU ETF,FXRU,2,21005.03,111.17,111.17,111.96,111.21,111.29,111.96,188,,,,0.0,0.0,0.0,3501949.18
2018-01-30,TQTF,FXRU ETF,FXRU,86,2068900.0,6300.0,6220.0,6300.0,6260.0,6270.0,6270.0,331,6260.0,6260.0,6260.0,3251289.94,3251289.94,3251289.94,3501949.18
2018-01-31,EQTD,FXRU ETF,FXRU,4,45971.68,112.14,111.7,112.14,111.74,112.05,111.7,410,,,,0.0,0.0,0.0,3501949.18
2018-01-31,TQTF,FXRU ETF,FXRU,37,565870.0,6270.0,6270.0,6300.0,6290.0,6310.0,6290.0,90,6310.0,6310.0,6290.0,3153680.23,3153680.23,3153680.23,3501949.18
2018-02-01,EQTD,FXRU ETF,FXRU,1,12900.7,112.18,112.18,112.18,111.6,111.89,112.18,115,,,,0.0,0.0,0.0,4161725.21
2018-02-01,TQTF,FXRU ETF,FXRU,97,2405840.0,6280.0,6260.0,6310.0,6270.0,6290.0,6270.0,383,6290.0,6290.0,6270.0,3130652.93,3130652.93,3130652.93,4161725.21
2018-02-02,EQTD,FXRU ETF,FXRU,2,14830.56,112.0,112.0,112.48,112.16,112.12,112.48,132,,,,0.0,0.0,0.0,4161725.21
2018-02-02,TQTF,FXRU ETF,FXRU,100,2653910.0,6260.0,6260.0,6330.0,6310.0,6310.0,6310.0,421,6310.0,6310.0,6310.0,3488296.59,3488296.59,3488296.59,4161725.21
2018-02-05,EQTD,FXRU ETF,FXRU,1,11170.0,111.7,111.7,111.7,113.49,113.19,111.7,100,,,,0.0,0.0,0.0,4161725.21
2018-02-05,TQTF,FXRU ETF,FXRU,120,6377080.0,6320.0,6300.0,6380.0,6360.0,6340.0,6360.0,1004,6340.0,6340.0,6360.0,7003055.74,7003055.74,7003055.74,4161725.21
2018-02-06,EQTD,FXRU ETF,FXRU,0,0.0,,,,112.84,112.83,,0,,,,0.0,0.0,0.0,4161725.21
2018-02-06,TQTF,FXRU ETF,FXRU,231,6734610.0,6390.0,6360.0,6410.0,6390.0,6390.0,6390.0,1054,6390.0,6390.0,6390.0,6734610.0,6734610.0,6734610.0,4161725.21
2018-02-07,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.5,111.11,,0,,,,0.0,0.0,0.0,4161725.21
2018-02-07,TQTF,FXRU ETF,FXRU,56,5385110.0,6370.0,6340.0,6380.0,6380.0,6360.0,6380.0,847,6360.0,6360.0,6380.0,5385110.0,5385110.0,5385110.0,4161725.21
2018-02-08,EQTD,FXRU ETF,FXRU,4,22363.41,111.87,111.4,111.87,113.43,112.75,111.68,200,,,,0.0,0.0,0.0,4161725.21
2018-02-08,TQTF,FXRU ETF,FXRU,126,4210120.0,6390.0,6390.0,6460.0,6460.0,6420.0,6450.0,654,6420.0,6420.0,6460.0,5483790.01,5483790.01,5483790.01,4161725.21
2018-02-09,EQTD,FXRU ETF,FXRU,2,22743.04,111.5,111.48,111.5,112.18,112.29,111.48,204,,,,0.0,0.0,0.0,4161725.21
2018-02-09,TQTF,FXRU ETF,FXRU,170,14949670.0,6450.0,6450.0,6500.0,6470.0,6480.0,6470.0,2307,6480.0,6480.0,6470.0,16261342.99,16261342.99,16261342.99,4161725.21
2018-02-12,EQTD,FXRU ETF,FXRU,4,4345.01,111.4,111.4,111.42,110.88,110.97,111.41,39,,,,0.0,0.0,0.0,4161725.21
2018-02-12,TQTF,FXRU ETF,FXRU,85,1580570.0,6460.0,6430.0,6470.0,6450.0,6460.0,6450.0,245,6460.0,6460.0,6450.0,1833327.05,1833327.05,1833327.05,4161725.21
2018-02-13,EQTD,FXRU ETF,FXRU,0,0.0,,,,111.17,110.85,,0,,,,0.0,0.0,0.0,4161725.21
2018-02-13,TQTF,FXRU ETF,FXRU,42,926100.0,6440.0,6410.0,6450.0,6450.0,6430.0,6450.0,144,6430.0,6430.0,6450.0,926100.0,926100.0,926100.0,4161725.21
2018-02-14,EQTD,FXRU ETF,FXRU,3,13945.97,111.59,111.49,111.6,110.09,110.63,111.49,125,,,,0.0,0.0,0.0,4161725.21
2018-02-14,TQTF,FXRU ETF,FXRU,99,3789590.0,6440.0,6350.0,6440.0,6360.0,6390.0,6350.0,594,6390.0,6390.0,6360.0,4595250.08,4595250.08,4595250.08,4161725.21
2018-02-15,EQTD,FXRU ETF,FXRU,3,891.41,111.61,111.4,111.61,109.22,109.39,111.4,8,,,,0.0,0.0,0.0,4161725.21
2018-02-15,TQTF,FXRU ETF,FXRU,119,4906450.0,6340.0,6270.0,6340.0,6290.0,6300.0,6290.0,779,6300.0,6300.0,6290.0,4957786.21,4957786.21,4957786.21,4161725.21
2018-02-16,EQTD,FXRU ETF,FXRU,5,12265.13,111.61,111.4,111.61,110.62,110.77,111.4,110,,,,0.0,0.0,0.0,4161725.21
2018-02-16,TQTF,FXRU ETF,FXRU,195,6747000.0,6280.0,6240.0,6290.0,6260.0,6270.0,6260.0,1077,6270.0,6270.0,6260.0,7441105.8,7441105.8,7441105.8,4161725.21
2018-02-19,EQTD,FXRU ETF,FXRU,4,23940.12,111.35,111.0,111.46,111.26,111.34,111.46,215,,,,0.0,0.0,0.0,4161725.21
2018-02-19,TQTF,FXRU ETF,FXRU,83,4542720.0,6280.0,6250.0,6300.0,6270.0,6280.0,6250.0,724,6270.0,6270.0,6270.0,5891875.05,5891875.05,5891875.05,4161725.21
2018-02-20,EQTD,FXRU ETF,FXRU,4,41978.95,111.35,111.35,111.35,111.64,111.54,111.35,377,,,,0.0,0.0,0.0,4161725.21
2018-02-20,TQTF,FXRU ETF,FXRU,72,3020430.0,6300.0,6260.0,6320.0,6290.0,6280.0,6290.0,480,6280.0,6280.0,6290.0,5385683.57,5385683.57,5385683.57,4161725.21
2018-02-21,EQTD,FXRU ETF,FXRU,1,4007.88,111.33,111.33,111.33,111.46,111.44,111.33,36,,,,0.0,0.0,0.0,4161725.21
2018-02-21,TQTF,FXRU ETF,FXRU,24,1952710.0,6300.0,6280.0,6300.0,6300.0,6300.0,6300.0,310,6300.0,6300.0,6300.0,2179235.78,2179235.78,2179235.78,4161725.21
2018-02-22,EQTD,FXRU ETF,FXRU,4,60834.41,111.3,111.3,111.42,111.2,111.26,111.42,546,,,,0.0,0.0,0.0,4161725.21
2018-02-22,TQTF,FXRU ETF,FXRU,66,2825430.0,6310.0,6270.0,6310.0,6300.0,6300.0,6300.0,449,6300.0,6300.0,6300.0,6271924.42,6271924.42,6271924.42,4161725.21
2018-02-26,EQTD,FXRU ETF,FXRU,3,17211.44,111.77,111.71,111.77,110.11,110.37,111.71,154,,,,0.0,0.0,0.0,4161725.21
2018-02-26,TQTF,FXRU ETF,FXRU,137,5694900.0,6380.0,6220.0,6380.0,6250.0,6270.0,6250.0,911,6260.0,6260.0,6250.0,6671835.1,6671835.1,6671835.1,4161725.21
2018-02-27,EQTD,FXRU ETF,FXRU,3,55330.0,111.67,111.55,111.67,111.59,111.42,111.55,496,,,,0.0,0.0,0.0,4161725.21
