<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200317,12:36:00,1557.0,1565.0,1553.0,1565.0,35
20200317,12:37:00,1566.0,1566.0,1566.0,1566.0,19
20200317,12:38:00,1558.0,1567.0,1558.0,1567.0,4
20200317,12:41:00,1565.0,1567.0,1565.0,1567.0,5
20200317,12:44:00,1565.0,1565.0,1565.0,1565.0,1
20200317,12:48:00,1566.0,1566.0,1566.0,1566.0,5
20200317,12:51:00,1565.0,1565.0,1565.0,1565.0,1
20200317,12:52:00,1565.0,1565.0,1565.0,1565.0,7
20200317,12:53:00,1564.0,1564.0,1560.0,1560.0,2
20200317,12:55:00,1565.0,1565.0,1565.0,1565.0,13
20200317,12:56:00,1565.0,1565.0,1565.0,1565.0,1
20200317,13:01:00,1560.0,1560.0,1553.0,1558.0,31
20200317,13:03:00,1560.0,1560.0,1560.0,1560.0,1
20200317,13:04:00,1561.0,1561.0,1560.0,1561.0,7
20200317,13:05:00,1554.0,1554.0,1554.0,1554.0,1
20200317,13:09:00,1554.0,1554.0,1553.0,1553.0,20
20200317,13:14:00,1556.0,1556.0,1556.0,1556.0,5
20200317,13:22:00,1559.0,1559.0,1559.0,1559.0,2
20200317,13:24:00,1556.0,1556.0,1556.0,1556.0,1
20200317,13:25:00,1559.0,1559.0,1559.0,1559.0,1
20200317,13:26:00,1558.0,1558.0,1558.0,1558.0,5
20200317,13:29:00,1556.0,1556.0,1555.0,1555.0,40
20200317,13:30:00,1558.0,1558.0,1558.0,1558.0,9
20200317,13:32:00,1555.0,1555.0,1555.0,1555.0,325
20200317,13:33:00,1556.0,1556.0,1556.0,1556.0,3
20200317,13:37:00,1559.0,1559.0,1554.0,1554.0,2
20200317,13:38:00,1559.0,1559.0,1559.0,1559.0,1
20200317,13:39:00,1558.0,1558.0,1553.0,1553.0,10
20200317,13:41:00,1557.0,1557.0,1554.0,1554.0,10
20200317,13:42:00,1557.0,1557.0,1557.0,1557.0,1
20200317,13:44:00,1557.0,1557.0,1557.0,1557.0,1
20200317,13:45:00,1557.0,1557.0,1557.0,1557.0,1
20200317,13:46:00,1553.0,1553.0,1553.0,1553.0,8
20200317,13:48:00,1553.0,1553.0,1553.0,1553.0,7
20200317,13:55:00,1553.0,1553.0,1553.0,1553.0,4
20200317,14:02:00,1557.0,1557.0,1557.0,1557.0,2
20200317,14:04:00,1557.0,1557.0,1557.0,1557.0,1
20200317,14:06:00,1556.0,1556.0,1556.0,1556.0,2
20200317,14:14:00,1556.0,1556.0,1556.0,1556.0,4
20200317,14:16:00,1556.0,1556.0,1556.0,1556.0,3
20200317,14:21:00,1557.0,1557.0,1557.0,1557.0,1
20200317,14:23:00,1560.0,1560.0,1560.0,1560.0,4
20200317,14:25:00,1560.0,1560.0,1560.0,1560.0,5
20200317,14:32:00,1556.0,1556.0,1556.0,1556.0,4
20200317,14:35:00,1556.0,1556.0,1555.0,1555.0,31
20200317,14:36:00,1555.0,1555.0,1555.0,1555.0,7
20200317,14:44:00,1559.0,1559.0,1559.0,1559.0,1
20200317,14:47:00,1559.0,1559.0,1559.0,1559.0,1
20200317,14:51:00,1559.0,1559.0,1559.0,1559.0,6
20200317,14:52:00,1556.0,1556.0,1556.0,1556.0,1
20200317,14:53:00,1556.0,1560.0,1556.0,1560.0,10
20200317,14:56:00,1556.0,1556.0,1553.0,1553.0,100
20200317,15:01:00,1555.0,1555.0,1555.0,1555.0,1
20200317,15:04:00,1555.0,1555.0,1555.0,1555.0,9
20200317,15:05:00,1554.0,1554.0,1554.0,1554.0,1
20200317,15:08:00,1554.0,1554.0,1553.0,1553.0,64
20200317,15:14:00,1554.0,1554.0,1554.0,1554.0,3
20200317,15:15:00,1553.0,1553.0,1553.0,1553.0,1
20200317,15:16:00,1554.0,1554.0,1554.0,1554.0,5
20200317,15:18:00,1554.0,1554.0,1554.0,1554.0,1
20200317,15:19:00,1555.0,1555.0,1555.0,1555.0,2
20200317,15:26:00,1555.0,1555.0,1555.0,1555.0,5
20200317,15:28:00,1555.0,1555.0,1555.0,1555.0,1
20200317,15:36:00,1555.0,1555.0,1555.0,1555.0,3
20200317,15:42:00,1553.0,1553.0,1551.0,1552.0,322
20200317,15:43:00,1554.0,1554.0,1554.0,1554.0,1
20200317,15:54:00,1552.0,1552.0,1552.0,1552.0,1
20200317,16:03:00,1552.0,1552.0,1552.0,1552.0,322
20200317,16:04:00,1552.0,1552.0,1552.0,1552.0,24
20200317,16:05:00,1554.0,1555.0,1554.0,1555.0,2
20200317,16:12:00,1554.0,1554.0,1554.0,1554.0,4
20200317,16:17:00,1554.0,1554.0,1554.0,1554.0,2
20200317,16:18:00,1554.0,1554.0,1554.0,1554.0,1
20200317,16:20:00,1554.0,1554.0,1551.0,1551.0,940
20200317,16:22:00,1552.0,1552.0,1551.0,1551.0,8
